pos1	pos2	r2
484	540	0.0949992400060804
484	569	3.48675034867634e-05
484	571	0.000461723150798795
484	602	NA
484	604	3.23876149760979e-05
484	605	0.00928381962864746
484	606	0.246900826446275
484	607	NA
484	608	0.0658815676076896
484	609	0.0528225806451616
484	609	NA
484	613	NA
484	614	0.000347017030588663
484	614	0.00248583076464156
484	616	0.00549473249328645
484	617	NA
484	618	0.000222965440356635
484	619	0.000366367466568967
484	620	0.134920634920636
484	621	0.00157298524479992
484	629	0.207264957264957
484	633	0.117456896551725
484	643	0.0404594202299535
484	655	0.000306372549019621
484	678	NA
484	754	NA
484	754	NA
484	755	NA
484	808	0.000148504559089962
484	823	0.00110264003528451
540	569	9.25048842578914e-05
540	571	0.00580574546723561
540	602	NA
540	604	0.000168720558262573
540	605	0.0124638577855543
540	606	0.00567852699402753
540	607	NA
540	608	0.0170859978063368
540	609	9.15617773716056e-05
540	609	0.00883910271584856
540	613	0.0253875733657154
540	614	0.014980777259973
540	614	0.000401381281257442
540	616	0.00712679749693678
540	617	0.0128569681404024
540	618	0.0649742994049974
540	619	0.0235165551316807
540	620	0.0279497098646035
540	621	0.00207465690922149
540	629	0.0008305315806377
540	633	0.00959335537729633
540	643	0.00751311460834
540	655	0.0113500101333093
540	678	0.00894774647720053
540	754	NA
540	754	NA
540	755	NA
540	808	0.000133875778152961
540	823	0.00164074905885246
540	892	0.000394409315956133
540	925	4.8306672111388e-05
569	571	0.00467176960882288
569	602	NA
569	604	1.82615047474504e-06
569	605	0.00153724284515426
569	606	5.83557678840897e-06
569	607	NA
569	608	2.97588934453054e-05
569	609	0.000532386867790591
569	609	0.000999000999001019
569	613	0.000424991818575825
569	614	0.00101341281669142
569	614	NA
569	616	0.0017511139616528
569	617	0.00021094450401673
569	618	2.26423638627376e-05
569	619	9.46745562130201e-06
569	620	0.000121508792029016
569	621	0.00133508519115019
569	629	0.00010857173877639
569	633	0.000154342537538312
569	643	9.49355533647332e-05
569	655	0.000184397835696259
569	678	0.00266014730392497
569	754	NA
569	754	NA
569	755	NA
569	808	0.000138715494520739
569	823	0.000937109560523105
569	892	0.000719827173005054
569	925	0.00687006282266579
569	949	0.000162740856467577
571	602	NA
571	604	0.000294806746419643
571	605	0.0601229934676056
571	606	0.00238528623894203
571	607	NA
571	608	2.86097402941105e-05
571	609	0.0405228993005653
571	609	0.0467098315011281
571	613	0.00208291828830414
571	614	0.0493039924453361
571	614	0.00236453566965628
571	616	0.0587316417275931
571	617	0.000812406002611268
571	618	7.48671108781899e-05
571	619	0.000194018681227307
571	620	0.00343242900608519
571	621	0.0236882759231604
571	629	0.000684847314169315
571	633	0.0013211733153601
571	643	0.0038712874353495
571	655	0.00334718858198215
571	678	0.0134241063453137
571	754	NA
571	754	NA
571	755	NA
571	808	5.1638233631e-05
571	823	0.000263855080400284
571	892	0.00124088726163753
571	925	0.00166321039115585
571	949	0.00326716157398202
602	604	NA
602	605	NA
602	606	NA
602	607	NA
602	608	NA
602	609	NA
602	609	NA
602	613	NA
602	614	NA
602	614	NA
602	616	NA
602	617	NA
602	618	NA
602	619	NA
602	620	NA
602	621	NA
602	629	NA
602	633	NA
602	643	NA
602	655	NA
602	678	NA
602	754	NA
602	754	NA
602	755	NA
602	808	NA
602	823	NA
602	892	NA
602	925	NA
602	949	NA
602	987	NA
604	605	1.83894673662543e-08
604	606	NA
604	607	NA
604	608	0.0234526504433134
604	609	0.000305482325018909
604	609	6.43709827687131e-05
604	613	0.00311782477341382
604	614	0.000163954636719612
604	614	0.00657570038450907
604	616	0.000844742360597926
604	617	0.0256682274772418
604	618	0.248076930216308
604	619	1.7803414694939e-05
604	620	0.0322437697016377
604	621	0.00029859478678371
604	629	0.0444934872522994
604	633	0.00640712958483942
604	643	8.4435148049353e-05
604	655	6.80670604930403e-05
604	678	0.00527701626447904
604	754	NA
604	754	NA
604	755	NA
604	808	7.42946431203758e-05
604	823	3.97370028529504e-05
604	892	0.000568628140644591
604	925	0.000263058209520596
604	949	0.000117571495444105
604	987	0.0146578679776942
605	606	0.0128732407759604
605	607	NA
605	608	0.00717360564224136
605	609	0.477681214493279
605	609	0.406231967282657
605	613	0.00222538768901734
605	614	0.771273894410375
605	614	0.186556654254309
605	616	0.893053350237013
605	617	0.110403516573899
605	618	0.00072272498743088
605	619	0.00732664773675999
605	620	0.0401858449859452
605	621	0.488829941593901
605	629	0.0077292898154083
605	633	0.00124167038935354
605	643	0.0284114688363032
605	655	0.0766399665145796
605	678	0.316470731062393
605	754	NA
605	754	NA
605	755	NA
605	808	0.000246754536918644
605	823	0.0508000996861142
605	892	0.00233144600903531
605	925	0.00408676904692947
605	949	0.00422323517739927
605	987	4.23381228334789e-05
606	607	NA
606	608	0.0211970708335916
606	609	0.0842451106552734
606	609	0.000248490052795133
606	613	0.0133956079773595
606	614	0.024365920985055
606	614	0.00108196293527307
606	616	0.000178761553568702
606	617	0.383423859285216
606	618	0.598999604048653
606	619	0.0898043797389685
606	620	0.474754491054096
606	621	0.0112389813301024
606	629	0.567736854698561
606	633	0.000933303138231802
606	643	0.00037139185617693
606	655	0.000451035265379918
606	678	0.00247401359588589
606	754	NA
606	754	NA
606	755	NA
606	808	0.00626762759413201
606	823	0.000349441069356582
606	892	3.83889522775089e-05
606	925	1.65359080637351e-05
606	949	0.00115186668206324
606	987	0.000438852882619562
607	608	NA
607	609	NA
607	609	NA
607	613	NA
607	614	NA
607	614	NA
607	616	NA
607	617	NA
607	618	NA
607	619	NA
607	620	NA
607	621	NA
607	629	NA
607	633	NA
607	643	NA
607	655	NA
607	678	NA
607	754	NA
607	754	NA
607	755	NA
607	808	NA
607	823	NA
607	892	NA
607	925	NA
607	949	NA
607	987	NA
608	609	0.00505811482430559
608	609	0.0163362701908957
608	613	0.0227684645965193
608	614	0.00112794637237044
608	614	0.0490420126217372
608	616	0.000134682528028463
608	617	0.31027895068938
608	618	2.01491033648992e-05
608	619	0.0333191167476744
608	620	0.431777407557497
608	621	0.0105603744936676
608	629	0.00390318551550436
608	633	0.353884017210851
608	643	0.00191250157485237
608	655	0.00012151135503569
608	678	0.00716378964428966
608	754	NA
608	754	NA
608	755	NA
608	808	0.0018107241593903
608	823	0.00100004736955856
608	892	1.06733118089282e-05
608	925	0.000336933448822502
608	949	0.00103569766668883
608	987	0.000550273679081572
609	609	NA
609	613	0.0284647556646242
609	614	0.807430255599106
609	614	0.873160336424325
609	616	0.360738182166998
609	617	0.00621321987175647
609	618	0.0564643402890854
609	619	0.00283421042922356
609	620	0.00117106262415232
609	621	0.294557332046463
609	629	0.0556744853197694
609	633	0.0261029813727652
609	643	0.0198896767590974
609	655	0.0747228199500467
609	678	0.110911393263807
609	754	NA
609	754	NA
609	755	NA
609	808	0.00398715454349927
609	823	0.00737932876957791
609	892	0.00812304916971268
609	925	0.010506242437074
609	949	0.00220555538014912
609	987	0.000220851026189268
609	613	0.165467894570521
609	614	0.682653715259303
609	614	0.886823872397043
609	616	0.36574058182453
609	617	0.115680311464766
609	618	0.00105708245243145
609	619	0.00874991957794506
609	620	0.0385713191706224
609	621	0.0433011788398909
609	629	0.0174913766912264
609	633	0.00672324849555738
609	643	0.00305538606392681
609	655	0.0507642787509214
609	678	0.137766672267139
609	754	NA
609	754	NA
609	755	NA
609	808	0.000355852207356171
609	823	0.0296776645286043
609	892	0.000425903655048227
609	925	0.000478677318668271
609	949	0.00025713938510147
609	987	0.000112451283574382
613	614	0.00263123743500014
613	614	0.0624036229386802
613	616	2.74204510581806e-05
613	617	0.00107660006490658
613	618	0.00766737060776649
613	619	2.5539839062579e-05
613	620	0.00269325316357791
613	621	0.101604635728654
613	629	0.00242315855534921
613	633	0.0281020294071168
613	643	0.000364726971869829
613	655	0.00356156342359524
613	678	0.00297772711626309
613	754	NA
613	754	NA
613	755	NA
613	808	0.000318751098910944
613	823	0.0030710050452467
613	892	0.00163308636462999
613	925	0.000574947541594769
613	949	0.001252066173188
613	987	8.09100676342117e-05
614	614	NA
614	616	0.771950745766238
614	617	0.326988823380207
614	618	0.149939819897452
614	619	0.00599506633635941
614	620	0.227800832110973
614	621	0.351495260561728
614	629	0.187136381258865
614	633	0.0065580144169136
614	643	0.0157969131184625
614	655	0.0890986727463587
614	678	0.270591993394999
614	754	NA
614	754	NA
614	755	NA
614	808	0.00108235580335511
614	823	0.0455785137287015
614	892	0.00272575685525855
614	925	0.00104321214850647
614	949	0.00168464022603319
614	987	0.000127573880285377
614	616	0.0634440056745017
614	617	0.0611103430796525
614	618	0.00108891792670027
614	619	0.00736467580624523
614	620	0.0292552773851986
614	621	0.0229767100344099
614	629	0.00600135228626618
614	633	0.00725003798467067
614	643	0.000154414851022237
614	655	0.0100359220469667
614	678	0.00327055055930497
614	754	NA
614	754	NA
614	755	NA
614	808	0.000268872770017843
614	823	0.000100789618072951
614	892	0.00180062362428925
614	925	4.88927596470967e-06
614	949	0.000871116024528193
614	987	2.64807878294045e-05
616	617	0.384847396131319
616	618	0.0339783978397841
616	619	0.243248988392132
616	620	0.406347742277263
616	621	0.5216924111681
616	629	0.0803901836904701
616	633	0.011594330133998
616	643	0.0200325031578754
616	655	0.0537598307703671
616	678	0.278922196416998
616	754	NA
616	754	NA
616	755	NA
616	808	2.01363368037618e-05
616	823	0.0495621218341719
616	892	0.00183873085777295
616	925	0.00285479640832452
616	949	0.00251781299053077
616	987	1.1107627803239e-05
617	618	0.657118055555555
617	619	0.0814444384020508
617	620	0.630948417124726
617	621	6.42413501051086e-06
617	629	0.201500097946798
617	633	0.0829608938547486
617	643	0.000508095826394157
617	655	0.000161933149868906
617	678	0.000846676583009017
617	754	NA
617	754	NA
617	755	NA
617	808	0.00898012234482472
617	823	0.0022189675411486
617	892	0.00016256436091454
617	925	1.87648342121346e-05
617	949	0.000116609417454438
617	987	9.78489661120549e-05
618	619	0.00544249733247619
618	620	0.721692629621018
618	621	0.00634192666713003
618	629	0.396277973236763
618	633	0.0005978983871691
618	643	0.00340982782156767
618	655	0.000297482837528625
618	678	0.00101524250964979
618	754	NA
618	754	NA
618	755	NA
618	808	0.0189669324978396
618	823	0.00302970144809572
618	892	0.00188470048173489
618	925	0.0015760452463531
618	949	0.000779068415361998
618	987	0.000402728485489188
619	620	0.0949595941786808
619	621	0.00191713026470281
619	629	0.0644880696770397
619	633	0.0090619215647083
619	643	0.0227665684206907
619	655	0.0125332514835277
619	678	0.00167284200616173
619	754	NA
619	754	NA
619	755	NA
619	808	0.000185065463823403
619	823	0.00015106454209641
619	892	0.000281554428077077
619	925	1.78855142272476e-05
619	949	0.00681473410514825
619	987	0.000282937957011114
620	621	0.00223396234922195
620	629	0.291922570123456
620	633	0.111249270245725
620	643	0.00780479941953044
620	655	0.00181309964493465
620	678	0.00190583823441976
620	754	NA
620	754	NA
620	755	NA
620	808	0.019067325060576
620	823	0.00116243882776002
620	892	0.00103425623702415
620	925	0.00100282448011913
620	949	0.00138309554656382
620	987	0.00847148430243359
621	629	0.0100558389596545
621	633	0.00458645961809648
621	643	0.0182867855932258
621	655	0.0188693903553536
621	678	0.115325372250565
621	754	NA
621	754	NA
621	755	NA
621	808	0.000621089004754768
621	823	0.00894870434765806
621	892	0.00085440154380954
621	925	0.00577593451064507
621	949	0.000786812332704397
621	987	0.000317845401305805
629	633	0.164896808451766
629	643	0.0191379953817905
629	655	0.08513843400639
629	678	0.0145654580397653
629	754	NA
629	754	NA
629	755	NA
629	808	0.0841114120077203
629	823	0.001589547110634
629	892	2.58406790297613e-05
629	925	0.00169116653604623
629	949	0.00191279808363921
629	987	0.000769743409163002
633	643	0.0308642516072909
633	655	0.0398571916214617
633	678	0.0323980843052909
633	754	NA
633	754	NA
633	755	NA
633	808	0.106965255416443
633	823	0.031629092580598
633	892	0.00109703468603571
633	925	0.000327845253631502
633	949	0.000444746422943523
633	987	0.00666991731102845
643	655	0.0405231231884159
643	678	0.00937812143713105
643	754	NA
643	754	NA
643	755	NA
643	808	0.0383776654809978
643	823	0.00218654932882579
643	892	1.32111126007593e-05
643	925	0.000627275242487715
643	949	0.000414611863764511
643	987	0.000991740200746274
655	678	0.147867346164391
655	754	NA
655	754	NA
655	755	NA
655	808	0.00690538448597335
655	823	0.000317898179261721
655	892	0.000139622069086224
655	925	4.78284816177602e-05
655	949	4.32623387261928e-05
655	987	0.000528240115748192
678	754	NA
678	754	NA
678	755	NA
678	808	0.000363807776955703
678	823	0.0209621265078177
678	892	0.00119352616240505
678	925	0.006078410045367
678	949	0.00335074579440227
678	987	0.000128572480824154
754	754	NA
754	755	NA
754	808	NA
754	823	NA
754	892	NA
754	925	NA
754	949	NA
754	987	NA
754	755	NA
754	808	NA
754	823	NA
754	892	NA
754	925	NA
754	949	NA
754	987	NA
755	808	NA
755	823	NA
755	892	NA
755	925	NA
755	949	NA
755	987	NA
808	823	0.00498847887976687
808	892	0.000505711734661432
808	925	0.000566985837156345
808	949	0.000493728448530008
808	987	1.74554219517225e-05
823	892	0.146485826996451
823	925	0.153663999613452
823	949	0.000113941396914808
823	987	0.00011118060583431
892	925	0.216368191834027
892	949	0.000604500554548203
892	987	0.00101724810432081
925	949	0.00051412894097709
925	987	1.49427720751018e-06
949	987	0.000218424131545653
